Cattle_ID,Milk_Yield_L
185,18.389544634702805
186,11.455025562185323
187,14.51578828763509
188,19.601619067546885
189,19.004706391909203
190,13.25056125755907
191,11.655666763636026
192,21.160154940047484
193,11.587424531724768
194,20.075545526329023
195,13.361378317872866
196,10.086287372030656
197,16.544402302220583
198,21.586565995897683
199,21.51241707081466
200,15.703579758501188
201,13.636127563877226
202,13.39335828357457
203,20.571135095427152
204,13.044529066141692
205,14.850922030256632
206,16.633531911126454
207,20.223842266105756
208,13.174178350422551
209,9.538425898008644
210,15.335406642466662
211,17.235381895367162
212,18.09446083812791
213,18.320373501578533
214,16.504785452368207
215,12.103281411812112
216,15.905108929802259
217,15.883912996354834
218,13.520017239851795
219,13.740251471982859
220,12.39138114940744
221,19.148156538587017
222,13.839367146549428
223,16.073825365740912
224,15.820649411958074
225,17.748176266279476
226,16.18414036413017
227,17.464703256538467
228,19.71563551968998
229,18.149323689962525
230,18.228719946514765
231,12.114244448963111
232,17.20397998561725
233,17.81246612868019
234,18.135631739787588
235,14.894866056013562
236,14.903803598549558
237,18.404553407611317
238,14.584290362500338
239,14.600135837942293
240,19.25900726706529
241,18.45337418625667
242,20.35412062100587
243,12.577348846721806
244,15.782944822209368
245,13.077057004335291
246,15.810014815516295
247,17.939510143494623
248,13.52808122189013
249,15.42097531570225
250,19.796029870475774
251,14.179425484387695
252,18.186631251267876
253,16.00010438520772
254,16.17381049322711
255,16.267170256395783
256,14.184364304702129
257,18.64558384494607
258,17.33342265929862
259,19.39417470694763
260,20.648019648780686
261,18.060403354972724
262,15.307250002388638
263,14.472429591382701
264,17.470251817469595
265,13.857296916812025
266,11.657694245966344
267,18.49420090156493
268,11.71499395026561
269,21.010195950808058
270,19.316308116803874
271,18.20336246039578
272,14.118589250277157
273,13.770972692541239
274,13.834651070453667
275,16.43740198667706
276,15.45508019673034
277,22.812607381315466
278,9.488675616563023
279,11.271737306200587
280,10.967469321196742
281,20.51836889990938
282,15.491264400709756
283,14.131689872861065
284,13.083226242146843
285,11.873663303128497
286,16.28025239888191
287,10.590278247394673
288,16.46018084626395
289,17.046894613026634
290,22.103246460237564
291,14.864582114523794
292,16.057920488470543
293,18.498811046963773
294,14.137864250540616
295,15.967963382691423
296,18.238568443942167
297,14.927118679090801
298,13.841543070425788
299,13.436298722271642
300,21.72433821277693
301,13.245297955869361
302,18.487636638718875
303,13.943086604673876
304,18.388602250030736
305,20.0577865122145
306,14.153685832081747
307,17.970276975170087
308,18.0128911624367
309,14.874478086528885
310,15.599562088035992
311,14.024907444617954
312,12.511708399828757
313,20.570353755038756
314,13.271233497009318
315,18.77153607760513
316,19.54649958354826
317,12.274899230113927
318,12.343247780201255
319,13.162499352049089
320,10.361225942900116
321,19.751195586691907
322,16.639502910302806
323,10.872512931071276
324,13.723482808643842
325,17.416425372402244
326,15.751404807590099
327,19.627031690928998
328,14.9819867587732
329,12.444716085031235
330,14.07878355111812
331,23.337835280759002
332,19.53645119379397
333,22.242389920586852
334,13.279951441596511
335,15.653179305574916
336,19.208414105173535
337,19.42063405866032
338,15.595727948417522
339,13.936369582433787
340,13.644045542191781
341,21.981073046375347
342,9.566309562214622
343,19.637416010127005
344,14.064038779963587
345,10.79430574624596
346,22.208457483490193
347,14.696581884028259
348,17.522830200032523
349,20.217478994458034
350,10.152489528560713
351,20.253496515742572
352,14.48148377726056
353,16.991781749967803
354,20.919585147330363
355,13.097250158501307
356,17.795068854069
357,13.762818198635104
358,17.749996741904088
359,12.768468379300328
360,12.306304439378591
361,16.117790754781712
362,16.072709018543414
363,18.56844737141251
364,14.141021967251607
365,11.981895907275568
366,16.37883339856214
367,15.938850054854795
368,14.692078935161202
369,16.436001566480904
370,17.582039002953167
371,20.663326829388303
372,13.824605126390342
373,11.40792527261931
374,15.221694993673246
375,15.088700275923932
376,16.609499368851825
377,14.809583646200876
378,17.69482689683859
379,21.17833627161733
380,17.613423449634872
381,12.589381309161206
382,18.399755284061825
383,18.384633469097906
384,13.405147779382574
385,15.852681555464363
386,16.462054349484745
387,17.455805970546717
388,18.07611314517783
389,14.676173185526462
390,19.748527986772483
391,13.203106112954366
392,12.635267232749607
393,15.689855409236216
394,8.781357602840274
395,18.104998195522306
396,11.404813010401854
397,16.208779156446145
398,17.17044413766433
399,12.854590517867475
400,13.385498119739685
401,15.643293731894012
402,14.80907494463346
403,15.9532766033029
404,17.04067207658096
405,14.465958503947709
406,16.681097833952453
407,17.83331028347502
408,18.4999793915732
409,20.122304563253312
410,14.37613740543516
411,14.5599446225622
412,13.860334593210457
413,18.182613269912824
414,8.746277955569589
415,14.521481875990474
416,17.281528681703314
417,12.635320437405484
418,15.764610570838764
419,16.910172563744574
420,18.677141391068265
421,13.940652409993373
422,13.797036168194207
423,17.56702203987956
424,15.007943607165025
425,11.359429014432418
426,13.49877338957509
427,19.717211608097962
428,12.576555578858551
429,18.14592125971788
430,17.039315220294277
431,14.076876012041158
432,18.217334913388317
433,7.779502383924643
434,16.86152011460359
435,15.08835224523165
436,16.692865591987967
437,13.503787025365085
438,11.732858583406312
439,17.062759598268393
440,14.299061378368403
441,11.201388365603691
442,18.584638663943235
443,18.011131566853738
444,15.607083039147485
445,18.05091738053941
446,15.95226752000414
447,20.979613815376602
448,9.61828367035777
449,13.288168444594161
450,12.388836998138494
451,16.435325496816862
452,22.514017470305657
453,11.309765917844278
454,14.664239657174116
455,12.237234366019235
456,19.732631669701597
457,17.520518619073123
458,16.33392105987192
459,17.103551695615568
460,9.391475697655654
461,15.059863796540258
462,13.408536252838232
463,13.795419699112042
464,17.720693205094506
465,14.490676434904664
466,11.789287397990858
467,13.02927495674409
468,14.138677284203185
469,22.54275555926562
470,14.114724424308253
471,15.618871604654455
472,13.272135183237538
473,17.183478149946406
474,14.676134926814466
475,18.516304557890393
476,18.52452664798563
477,15.249619157321868
478,13.668914975552765
479,13.841527118249651
480,11.28607793162075
481,13.967535895055422
482,17.79555183589507
483,14.912846639807228
484,11.897744802167756
485,15.527974184768054
486,14.569870923779778
487,15.442161910822557
488,19.7363993430806
489,16.82464467968737
490,12.25089005375524
491,18.142205364675846
492,10.90973226509349
493,16.33622400121947
494,10.141454589558409
495,14.614099823510013
496,18.271412852220053
497,11.470494228686201
498,12.047138153478729
499,17.277993906076695
500,21.773816441276836
501,17.695813325278678
502,13.942234745680947
503,12.17478426070784
504,9.320931076820388
505,17.67522847577747
506,15.913573583504908
507,13.936166644368994
508,12.888322879468635
509,15.12953365554873
510,14.172739821180043
511,20.42173993791322
512,15.981472102538083
513,10.199869927875891
514,16.047991517487
515,20.143392411676544
516,14.639560084069075
517,5.771165544596926
518,17.52989972958626
519,11.613038140722322
520,15.770425316475603
521,11.014182093512968
522,17.447995244807608
523,11.27161767669117
524,15.140105589222909
525,13.168338422825855
526,21.285036558360595
527,21.754525154630585
528,13.664285232594066
529,17.826885862305797
530,15.83481140250437
531,14.352000218309692
532,16.81175619609241
533,16.68576240650733
534,15.316676839983252
535,16.383165175124326
536,17.099481803045077
537,13.86412182859061
538,20.108177638492776
539,13.845336931710204
540,14.761480402850486
541,16.436071991889808
542,17.6273383593373
543,16.66746714076827
544,15.328064125928828
545,19.56153086697639
546,13.315290992083536
547,16.197695151168055
548,18.00113473105426
549,17.546835486419507
550,13.385127320323862
551,13.28232553592509
552,15.519476704188294
553,8.65706645090809
554,13.60961393900075
555,17.859317797936633
556,12.25392340968639
557,14.700907198832324
558,14.978512581161102
559,13.43014682872732
560,18.428814163830324
561,14.202016381976962
562,12.081158040083146
563,17.39834753281372
564,16.068110771609717
565,7.359134833620034
566,12.677736814843907
567,11.87748194411689
568,14.683395565121739
569,14.233940701257259
570,16.205046935706573
571,14.716812069437013
572,17.945316332745136
573,13.571090362867501
574,15.145447560951268
575,11.302405906926545
576,17.981113366001683
577,13.658647714678134
578,14.970243601361231
579,13.564817760166196
580,13.274321239762443
581,15.054259553932463
582,13.282899416589732
583,12.272771914896659
584,20.155191191656513
585,17.82690745253002
586,13.726198462081005
587,17.303384706257116
588,16.353359661804625
589,17.33516539774358
590,15.390458184563757
591,19.83801827216786
592,16.091746330376473
593,16.976603927448654
594,12.979180125987888
595,12.910610764021468
596,18.761135961883085
597,16.236582603463678
598,15.188198018571866
599,13.644952025917258
600,12.406898422844376
601,15.71990279437099
602,11.94169085840932
603,15.548271162440729
604,11.227618333689563
605,16.768639475474913
606,14.662227652715302
607,19.479403332268042
608,20.30033284043892
609,14.852728739972068
610,11.985993510823686
611,19.63285516301834
612,18.35847612296412
613,13.992562546025258
614,14.995159380859388
615,18.969157378843445
616,15.542606971317948
617,11.938174142754242
618,14.367263335386252
619,12.877887751565629
620,18.146530803737104
621,10.510073075741511
622,12.138842435639216
623,16.62543792038244
624,15.305966101059996
625,19.06654609521082
626,15.600412079085922
627,15.992106403964398
628,17.351571413159956
629,16.282721304088707
630,14.661143372145485
631,12.538973655090613
632,11.017354037356188
633,12.280801476495771
634,13.494281570893788
635,19.9599387308487
636,18.1998518295429
637,15.29540327241621
638,16.835166817678083
639,17.783979371957475
640,4.69707009250217
641,11.673355345524222
642,17.537769966198827
643,18.111538445106003
644,19.247664303638352
645,13.627502959005804
646,17.096790070725707
647,16.77141201104588
648,11.72238728539227
649,10.836632500912703
650,9.761758384893527
651,18.9881732663324
652,15.842386616196432
653,19.658538061992733
654,20.869932574524086
655,15.692097745612259
656,14.055377364956747
657,13.313432310859314
658,20.070290225227474
659,13.50919332757232
660,12.2201779485618
661,9.171954206315728
662,18.25500887186726
663,17.93926538998594
664,14.390547307714058
665,18.195053090932944
666,12.332494946913048
667,19.052243079493785
668,16.782618352029957
669,12.745080182283335
670,11.16758513939255
671,12.81097462601484
672,16.600187110224816
673,14.971513532775276
674,13.986543925285119
675,20.80207482253009
676,16.75210200294545
677,12.35773608913754
678,16.373562356892595
679,12.391603185702628
680,18.55519478254667
681,16.669663576981183
682,10.896397259087921
683,11.665982776355017
684,18.10915533849984
685,11.494020213926824
686,17.378621210245193
687,18.62142912767337
688,17.835610265570246
689,8.253501179385507
690,15.259076087025312
691,11.548953995198815
692,21.224553401130056
693,11.284209193103477
694,10.218127648166886
695,12.945220648585009
696,18.24769029208221
697,13.867095357784267
698,10.074409036940498
699,15.632706423343587
700,17.051602961271502
701,17.683631550811953
702,8.686627349448772
703,16.269837906173773
704,13.261522867759659
705,14.773155008208128
706,21.35642373775678
707,13.782621195483001
708,16.55363990863353
709,11.811994304646017
710,16.857265711692442
711,15.428883376551271
712,9.52084974457196
713,13.168766889304903
714,14.394903918578162
715,20.801202124817276
716,16.271163996896874
717,14.890294000777386
718,17.882241269395287
719,16.574625157337962
720,16.960959534376705
721,16.074094964791
722,13.741156817744608
723,20.262083296537522
724,11.534717278906077
725,12.817691359219578
726,10.914125191282945
727,15.287827686984107
728,16.384893533303487
729,12.655503063429826
730,15.194370411381389
731,20.203982397317723
732,9.083053734192715
733,19.076264167810326
734,20.066440154334295
735,15.038860877406584
736,15.085547817367637
737,19.644798849270824
738,14.86078479361292
739,17.095165660808444
740,15.630775688028924
741,20.0156619043047
742,16.887630946512303
743,14.098863983214336
744,15.1288127247449
745,15.79076368505912
746,15.662931156762289
747,13.545989587144751
748,17.555372203507986
749,18.18799100527908
750,7.75689996279721
751,10.138794953146656
752,15.545326764739226
753,13.871638292278243
754,17.22485221155732
755,20.450071607200357
756,19.75251378009766
757,17.254027613606617
758,14.732370462666886
759,18.432808564232182
760,14.163441171492911
761,19.097607245231053
762,19.632239309001168
763,16.35199143629719
764,11.296478482375965
765,13.572757877861582
766,13.703349395850251
767,9.105800177174512
768,11.687337366315361
769,16.772869676996468
770,16.889955972460818
771,13.049566240472013
772,16.182147773408246
773,14.207430742804542
774,17.895021102850134
775,15.668443933289716
776,12.805080635345234
777,11.216545136575398
778,8.760463001480685
779,14.40648435317173
780,6.9382216010173074
781,16.43567902925227
782,13.179203739361743
783,15.50347642600161
784,14.360872807741188
785,10.200363593431884
786,22.556854706574125
787,15.960397505683595
788,14.115386473523143
789,14.143058546998638
790,17.515859301089506
791,12.131413239360075
792,15.89171059882369
793,8.166504331931243
794,16.065853258037006
795,16.48023714086664
796,17.775736597550626
797,8.87467767418234
798,17.482252694659657
799,15.05711560943989
800,18.178657922770427
801,13.36102632542337
802,17.16483011069749
803,19.7496688050047
804,16.394153676280336
805,12.55612630238845
806,16.989011137551383
807,16.1746763636539
808,13.432945031774569
809,12.055133017912386
810,14.044680568560764
811,18.025465816079965
812,16.70852555297023
813,13.192361973032764
814,7.389940909300007
815,15.801232036902535
816,17.70404572527129
817,16.816270571748696
818,16.27575553141127
819,20.060057001671197
820,20.03099910783542
821,6.839023331055239
822,11.683277419396367
823,14.174238465501587
824,17.343498670488174
825,16.554836428133637
826,13.829247807208029
827,15.98449609960315
828,16.677663989017276
829,14.323222619076159
830,16.27426631810144
831,11.99177175725857
832,14.372296385373687
833,13.433299033798047
834,18.73592670383299
835,13.360740736632891
836,14.696638170577666
837,15.329675283955291
838,14.448569828578588
839,14.360242128283568
840,19.69844380955088
841,13.03089071600397
842,9.851690906753127
843,15.597546421811979
844,15.436685721394802
845,19.64034704357684
846,15.90064403529447
847,10.648504585458841
848,17.54454925922753
849,13.966743637821082
850,14.197880053544184
851,11.631145680644025
852,16.978395569382567
853,15.563980446903157
854,12.828442132468952
855,6.967277396942187
856,17.628542451123828
857,23.115464609148955
858,15.42356514137274
859,12.898202150818785
860,12.107838668080166
861,22.595924910617704
862,18.93595859979516
863,18.58444463709606
864,12.88462580418058
865,16.31691225898539
866,12.33791939221435
867,15.545624215455268
868,19.564118173133025
869,11.160410169132717
870,10.915821781041195
871,10.841065808678003
872,17.43343267772588
873,18.96672490180919
874,15.449309752683337
875,18.393188097956802
876,21.807954226964448
877,15.642908596946384
878,20.42187294835642
879,16.651226020257475
880,19.48353067676514
881,19.171736639975606
882,12.0085978670304
883,15.105990730928816
884,16.552567148337147
885,16.828138497353688
886,17.05647486121184
887,10.64531872227972
888,12.479053734953673
889,14.831384707621204
890,16.11101993528791
891,18.10389968908406
892,15.549834594753037
893,12.52177531025788
894,12.723606692842132
895,10.818328939609874
896,16.3064614556516
897,10.53628458674325
898,15.21009453340433
899,15.930224997512575
900,21.590700686855165
901,9.713470060332675
902,9.92455804908749
903,16.99100624219099
904,13.658419784396749
905,14.789922184316888
906,11.19662050249304
907,14.318420636240939
908,17.072118374222924
909,16.2992395541157
910,9.853941402384644
911,17.225894547028446
912,18.505314755274455
913,11.916501374892656
914,21.076722222459473
915,18.213884207052516
916,15.157672340030706
917,16.172764715486014
918,14.230137272435137
919,13.600329543860894
920,12.397884118980558
921,15.686853882023957
922,15.377067512699428
923,18.225874819072207
924,17.742736805916316
925,13.704840034609848
926,15.410474595812548
927,15.792587494919957
928,16.12911820219948
929,14.86129541442631
930,17.14876465090874
931,18.356080578257306
932,16.900463331858
933,15.891459222507667
934,16.460111453945093
935,12.74483202463171
936,15.958600704522713
937,15.530458054415272
938,13.233732946430829
939,15.42146778161726
940,15.303847685385964
941,17.27923079989654
942,22.166645538845195
943,13.41745184816442
944,16.235064984393762
945,20.094109743603482
946,13.729449213340208
947,16.129488031557287
948,14.855605100607823
949,18.488831706882205
950,21.510974647732503
951,9.625866724639616
952,15.341135208910831
953,18.1788941733485
954,21.93922426285728
955,9.997901656509448
956,13.46464407993232
957,14.826659875863793
958,15.060886169065695
959,14.263627250101617
960,17.141790593763986
961,15.707907545901211
962,14.76471377730578
963,13.508312998748663
964,16.700160874249843
965,17.000735438864304
966,17.63948018630133
967,13.087151634588572
968,15.895677895080585
969,10.68735660380987
970,14.613285100823177
971,16.02218836974679
972,9.411460771093562
973,12.414630724326354
974,12.226594482764007
975,13.90646470636397
976,11.707922479245326
977,16.189942595225315
978,18.342890859219136
979,18.277967330068876
980,17.77633467406575
981,15.66764453731319
982,17.137237390198408
983,13.420850828257928
984,14.182610447609587
985,20.577356662777863
986,21.9169363174961
987,12.522268658725416
988,13.992726467474606
989,14.55257829372199
990,15.408119004391981
991,13.961422126691849
992,9.279705206096313
993,17.943345837408135
994,13.660110104342978
995,17.80468741133057
996,17.508982455466462
997,15.333208088257459
998,18.871741108847385
999,11.198670997693174
1000,13.956117135514434
1001,14.465835396347615
1002,15.657666365907659
1003,13.734664893828214
1004,10.81807215259121
1005,17.678256205810275
1006,10.022878222461948
1007,13.648649739083453
1008,16.413680597502033
1009,16.865839169166122
1010,14.436508540272898
1011,17.19944914894865
1012,7.461935100816587
1013,15.354578872299493
1014,14.721175009120326
1015,18.723086094932334
1016,15.049003108740926
1017,16.61587191467802
1018,18.607404880767394
1019,9.912303239055792
1020,14.795532381378
1021,19.41584605479158
1022,17.10185983765655
1023,14.960127492482474
1024,18.254779835283077
1025,15.754372661924291
1026,14.540153029350842
1027,13.40442047260222
1028,17.589074913410613
1029,16.74064959674104
1030,16.83371820919341
1031,15.69795511477972
1032,15.44304664944687
1033,17.807686443046958
1034,14.393540955313679
1035,16.940855259582136
1036,15.938344365408202
1037,16.588510856752833
1038,18.979707626232734
1039,17.049566919042423
1040,15.1344296285873
1041,12.591366031278653
1042,14.30779795245188
1043,21.958938589930078
1044,11.28350733719929
1045,19.147740243004947
1046,15.25237972662419
1047,13.122483550950436
1048,11.799528920456016
1049,12.672804681176387
1050,16.315519738142825
1051,13.514895628786997
1052,20.373846558530875
1053,18.699009784362502
1054,14.348332701373707
1055,16.004780357708334
1056,16.800238162281534
1057,12.992485081903297
1058,16.073420578375675
1059,19.337308304482182
1060,18.038665510292233
1061,20.604763433156293
1062,13.503584466600493
1063,16.38623607664809
1064,19.198326355298317
1065,17.225591643806275
1066,17.045401441777294
1067,11.48846444761914
1068,16.32083754706382
1069,17.892642087651126
1070,13.45791623295726
1071,14.746605491587399
1072,13.86311149408306
1073,12.933482815765755
1074,17.20931704979138
1075,12.970630519880894
1076,16.179183771694657
1077,18.51436416628761
1078,17.981711922199924
1079,16.38334987909501
1080,19.386896919122755
1081,10.2799279289782
1082,14.737748175902048
1083,15.903263362864214
1084,16.55992896710853
1085,16.504681017291745
1086,10.190976281715049
1087,14.764683330752598
1088,15.264296060839598
1089,9.378286890542125
1090,14.143179893516965
1091,18.119390620136098
1092,15.651565944060915
1093,22.41565913577711
1094,14.0502050062403
1095,11.20408835305663
1096,13.610169952785606
1097,14.367452920831878
1098,11.085959410106451
1099,16.03552841184716
1100,10.902497164276461
1101,16.023066375761765
1102,19.169755636669514
1103,9.331696173820117
1104,15.517129703015403
1105,17.04760218999057
1106,17.503380708384793
1107,16.67395524460848
1108,17.458105791514033
1109,13.476210437440635
1110,11.478449850540517
1111,8.328128939634892
1112,24.659287901157406
1113,12.67083234075496
1114,13.668537119863068
1115,11.105708353580619
1116,18.109365603041027
1117,23.044223435836145
1118,9.71613363837827
1119,16.73814201066135
1120,12.94443344379553
1121,16.75240307939142
1122,18.564636220738514
1123,17.062422663933773
1124,16.83951834190273
1125,12.791120088705512
1126,11.088938488154604
1127,17.606034508418897
1128,16.842603702284677
1129,18.599464486507102
1130,12.501808759088005
1131,12.39903026400782
1132,9.443754532676614
1133,11.189426188841878
1134,15.602627904452365
1135,15.951056640389492
1136,13.54781551467835
1137,17.02345439649183
1138,14.940003289454602
1139,8.266034137874406
1140,21.205309102046463
1141,10.45470159081262
1142,17.948787147531114
1143,14.484607831364933
1144,13.567121563467744
1145,15.360626284114531
1146,16.727825602809837
1147,13.834664751196835
1148,16.140646622301798
1149,12.19608789371729
1150,13.662031440734912
1151,8.109067006665544
1152,16.10919844367758
1153,20.655070308148712
1154,10.85188307325134
1155,13.677833001677639
1156,14.149305458480919
1157,15.368639831736404
1158,17.78800453756945
1159,15.885858366973439
1160,12.344823802834735
1161,16.577389547290544
1162,12.62364487664549
1163,16.60581165777454
1164,17.580066346303262
1165,14.354239644773944
1166,13.275443151081014
1167,18.346012071929938
1168,15.494166940866922
1169,17.953752828654636
1170,17.521511889729688
1171,16.181672869831004
1172,18.13656830144068
1173,15.820290090335778
1174,23.142918221256824
1175,16.318792270576385
1176,16.642301660616887
1177,18.91175611260561
1178,17.80980205216012
1179,17.038419791450423
1180,15.850321005852512
1181,14.243445218728855
1182,19.433203716429738
1183,13.39098657543871
1184,16.52872715352893
1185,20.09656536793436
1186,14.508956870548182
1187,15.851680706616655
1188,14.441060597872209
1189,17.438326916378937
1190,21.939596676832082
1191,17.07194283514683
1192,17.324755345985263
1193,14.621378553786952
1194,14.688219415012652
1195,14.01179191134267
1196,16.639315729943696
1197,15.682904014704416
1198,12.397430848571531
1199,17.177303830594713
1200,14.6693409991442
1201,13.89395645011383
1202,14.797041780264786
1203,23.842722883845294
1204,13.470431551053583
1205,15.96611552328419
1206,17.467932962793668
1207,15.122964740031184
1208,16.80241334190552
1209,13.111012620411602
1210,10.816995278320253
1211,10.647403596729681
1212,16.66758154090236
1213,15.53621103114197
1214,16.468034523874202
1215,11.95352573112735
1216,10.650771836401443
1217,11.632558752443828
1218,12.584626654892455
1219,16.943235923350557
1220,11.435922842805219
1221,18.035177624379752
1222,22.098793364008053
1223,16.18449285494091
1224,14.543170867481752
1225,13.446084213795865
1226,11.508899363959756
1227,13.809254167873377
1228,10.65253741559898
1229,12.537516358067109
1230,14.126661635913617
1231,15.761289196156618
1232,12.688364935232919
1233,15.449882317230161
1234,15.14398154596083
1235,11.096557119270273
1236,20.956430389198236
1237,18.92585229005469
1238,20.107475248679805
1239,10.320480431194515
1240,17.409719386323154
1241,14.598592771510349
1242,15.804003829549803
1243,9.293530925430318
1244,18.610083211343436
1245,18.63585404467949
1246,14.668905591612168
1247,8.870524294600184
1248,13.389039249708922
1249,10.26511019445695
1250,14.21458986118236
1251,15.319389946715173
1252,20.61330914601905
1253,16.283300310314576
1254,17.286244318028693
1255,12.502032735940448
1256,21.361085109104884
1257,14.265784324521332
1258,16.665550932676048
1259,17.11486593205893
1260,10.3879989176065
1261,16.143500235592857
1262,11.494228562066871
1263,11.733151664050466
1264,13.360992524928026
1265,16.45222991142172
1266,12.296771364726208
1267,13.820493573297346
1268,17.486634081806535
1269,20.048097283999372
1270,18.519534208229377
1271,17.925962757403926
1272,14.312673817516538
1273,12.429334035340045
1274,15.617050124301342
1275,15.584413866882302
1276,15.330411697626165
1277,16.463392429294885
1278,12.173189260263218
1279,16.814460683331482
1280,10.891419779848277
1281,13.867717064232636
1282,20.67654914712091
1283,15.209968588476201
1284,17.16176670024001
1285,15.212862234494438
1286,12.38765588315238
1287,15.66075479971133
1288,22.149473737718715
1289,13.08839297332009
1290,14.109876544442663
1291,19.357742317075648
1292,16.195413580631577
1293,12.956839541462681
1294,19.812362267026046
1295,16.808158322122342
1296,16.524561747665782
1297,19.521286670204724
1298,16.104274713680667
1299,20.876582734844447
1300,22.33549781994639
1301,16.614746899540016
1302,12.384771814182438
1303,9.481504834367422
1304,15.732659217379352
1305,17.67389764816583
1306,13.398016382224904
1307,12.855703989590953
1308,11.471667382504263
1309,16.31910045770612
1310,16.49926131347704
1311,13.104022033605926
1312,14.297788287536187
1313,15.02326255998459
1314,13.877324426359339
1315,22.06337414630794
1316,18.897285437927973
1317,12.809892188358216
1318,13.097724686132999
1319,16.03629495626263
1320,13.175434461450624
1321,12.041779720100482
1322,15.028212742540427
1323,19.31199069458251
1324,15.148299691026494
1325,11.907385558554704
1326,15.575625937717687
1327,15.34220687835913
1328,20.893547139621425
1329,19.86524186093667
1330,12.562068730655872
1331,13.203417220879839
1332,16.549795367607132
1333,16.32807306567265
1334,13.014121859628853
1335,11.00599998708984
1336,18.416554413840952
1337,20.793040442176927
1338,11.465058953009626
1339,16.14846361465167
1340,15.791907664920416
1341,17.80356168374721
1342,14.98090618319858
1343,20.375510542966083
1344,12.97556544477007
1345,10.480526527043207
1346,19.667906264416615
1347,17.672859658721116
1348,15.839533800196136
1349,16.459257705288834
1350,16.24688167947262
1351,15.205798561078614
1352,11.472387339883962
1353,12.260185597094672
1354,16.107720298763653
1355,15.553317755581052
1356,14.331944156478023
1357,12.869890207239523
1358,16.466987554341948
1359,19.62922811270672
1360,10.537394314598973
